epoch,acoustic_G_loss,visual_G_loss,text_G_loss,visual_D_loss,text_D_loss,acoustic_D_loss
0,0.7152744,0.674866,0.6708303,0.69110096,0.7060306,0.6928098
1,0.76662344,0.6899766,0.684668,0.6889423,0.70554566,0.69478863
2,0.75299084,0.6706447,0.67731154,0.6923263,0.69780314,0.69529974
3,0.7570401,0.69993633,0.6897067,0.6924917,0.7125164,0.692345
4,0.7215351,0.6819709,0.67541724,0.69466907,0.71433014,0.6919895
5,0.7751247,0.6985445,0.68160754,0.69648826,0.71191967,0.6854861
6,0.78230923,0.7127135,0.7167767,0.68987954,0.7100659,0.70093197
7,0.8428495,0.69924,0.6786754,0.67269963,0.7008885,0.6876707
8,0.8954065,0.6847654,0.6744376,0.6899098,0.697692,0.69172174
9,0.9311085,0.69734794,0.6912026,0.6952319,0.6947545,0.6942143
10,0.9851894,0.7192898,0.70518553,0.69256586,0.6914961,0.68363476
11,1.0234003,0.7412724,0.83375126,0.7421524,0.6571146,0.6993109
12,1.053728,0.64716595,0.8455604,0.7237682,0.6114551,0.68058026
13,1.076477,0.58223796,0.57889485,0.69917613,0.72879404,0.70266634
14,1.1015375,0.8835119,0.71578664,0.59888935,0.7395301,0.5996603
15,1.134464,0.86371475,0.8810942,0.6222436,0.73334724,0.70623815
16,1.1731688,0.54681224,0.5734423,0.5966401,0.47634965,0.69833595
17,1.2162776,0.5475868,0.63342613,0.58451426,0.38019723,0.7126091
18,1.2702533,0.6476471,0.6198608,0.55385816,0.3488171,0.7023046
19,1.3244474,0.7811115,0.6251709,0.5649712,0.33167332,0.6674496
20,1.3809259,0.7284087,0.7005831,0.51543,0.32756716,0.69169927
21,1.4417129,0.60894036,0.9188858,0.54252744,0.3584263,0.74236923
22,1.4795668,0.86056834,0.9878985,0.48741722,0.9061231,0.5714848
23,1.5150034,1.0280079,1.0449716,0.46134728,0.8627587,0.48840776
24,1.555409,1.1065097,1.1004194,0.41950893,0.7832163,0.45045763
25,1.5623226,1.1665702,1.1581212,0.42134863,0.7566061,0.43794966
26,1.6598549,1.2311541,1.222544,0.4072122,0.74819845,0.40635014
27,1.7131513,1.2999417,1.291033,0.3538971,0.7439704,0.39374688
28,1.7632557,1.3745146,1.3645232,0.37928808,0.73524755,0.36281222
29,1.8162093,1.4538803,1.4439138,0.40641135,0.7417132,0.3576478
30,1.8761795,1.5401939,1.5297055,0.39135903,0.743603,0.3390361
31,1.9352301,1.6315256,1.620403,0.39534318,0.7431777,0.32263815
32,1.9973196,1.7292372,1.7168373,0.37356877,0.7387501,0.3140651
33,2.0596948,1.8313459,1.8186954,0.28468105,0.7424971,0.3038293
34,2.1240454,1.9400302,1.9255803,0.26288635,0.7362689,0.2912489
35,2.1910186,2.0539494,2.0390146,0.25428614,0.73778677,0.26892605
36,2.2587678,2.1716304,2.1566238,0.23596165,0.7403128,0.26768237
37,2.327845,2.2937748,2.2805533,0.29319835,0.74209875,0.26525402
38,2.3987439,2.4246502,2.40749,0.2385635,0.7391778,0.25241452
39,2.4696124,2.557906,2.5407305,0.3034563,0.74374086,0.23293197
40,2.5389807,2.6973064,2.6795962,0.21505728,0.70592326,0.22987811
41,2.600015,2.8389988,2.8212147,0.2800733,0.7399537,0.21762663
42,2.6729894,2.9885783,2.9684517,0.20155215,0.73881865,0.21495125
43,2.7335393,3.1429958,3.123652,0.18453404,0.73686063,0.19129005
44,2.785642,3.3007755,3.2816365,0.1851107,0.70217645,0.19740736
45,2.8068285,3.464309,3.4440541,0.19836,0.48933336,0.20396888
46,2.7815351,3.6329064,3.6126142,0.17188865,0.4336155,0.2005527
47,2.8558137,3.8049817,3.784679,0.17916808,0.41445094,0.19213434
48,2.8750014,3.9843493,3.9622605,0.16663471,0.4968325,0.19491297
49,2.9477267,4.167135,4.143502,0.17182988,0.7028514,0.176094
50,3.0110705,4.35377,4.3304567,0.16649063,0.53516805,0.16953793
51,0.2468889,4.5428133,4.5196424,0.16592304,0.6372373,0.16816676
52,0.20381239,4.739264,4.7141347,0.15679072,0.9139352,0.16872242
53,0.63980424,4.940413,4.9143267,0.16032284,0.69129,0.16935462
54,1.0906836,5.143426,5.1187987,0.16217268,0.2788936,0.16441485
55,0.37675893,5.352099,5.326014,0.14108968,0.49000168,0.14939848
56,0.49467272,5.5658603,5.5374756,0.15022153,0.2972061,0.15995482
57,0.5395685,5.7831116,5.7547297,0.15590975,0.44798625,0.15671518
58,0.59023386,5.9999495,5.9725566,0.14368466,0.35885566,0.15249166
59,0.4207163,6.224116,6.196422,0.13537335,0.49566537,0.15121366
60,0.4919687,6.454299,6.425857,0.14993721,0.37480557,0.1446646
61,0.52522147,6.683955,6.656658,0.14334996,0.34847474,0.15137902
62,0.5550247,6.9200234,6.8909197,0.14374095,0.31534255,0.14518636
63,0.514993,7.149586,7.1246557,0.13053,0.52893806,0.15009469
64,0.37544048,7.397696,7.368081,0.13938758,0.24641018,0.1478405
65,1.6225176,7.6323338,7.6033144,0.1369123,0.70149004,0.15270625
66,0.42665815,7.8810415,7.8510027,0.13812765,0.35417983,0.14263164
67,1.0640999,8.126517,8.096863,0.143675,0.27246863,0.14235198
68,1.193431,8.2412815,8.245138,0.14609976,0.38269907,0.14578804
69,0.67656285,8.250864,0.44347936,0.15279323,0.40461648,0.14082487
70,1.3148117,8.216389,0.02048966,0.13236448,0.46858513,0.14741345
71,0.2945036,0.4793759,4.726016,0.14662233,0.22297013,2.474214
72,0.46413773,0.76023287,0.6790331,0.15064368,0.22361779,0.6765986
73,1.4288061,0.56833917,0.86704457,0.14644794,0.24909458,0.6597949
74,0.30029756,0.6454849,0.48567027,0.13401097,0.20535634,0.6760932
75,0.5518071,6.5636935,0.52445626,0.1399836,0.24968252,0.49883625
76,0.83097774,0.707833,0.57524014,0.14011776,0.27893957,0.66883934
77,0.14547352,6.830163,0.5899863,0.14454937,0.2569059,0.41599602
78,0.9421303,0.5529183,0.54109967,0.13224486,0.19896357,0.7048565
79,1.713457,2.8197234,0.6981168,0.13486406,0.5486448,0.5918819
